Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod,Market-Segment
124,124,18,25,0,29,89,software
125,125,15,7,6,4,220,retail
126,126,17,19,1,11,199,education
127,127,11,15,0,13,101,software
128,128,9,19,2,1,102,retail
129,129,9,10,8,19,97,retail
130,130,15,2,4,21,189,financial
131,131,10,12,8,1,152,retail
132,132,9,22,2,0,75,software
133,133,0,13,0,13,122,realestate
134,134,9,15,8,2,75,education
135,135,3,0,9,23,181,retail
136,136,7,24,7,16,161,realestate
137,137,0,14,7,22,121,financial
138,138,2,6,6,14,199,financial
139,139,18,2,4,29,57,education
140,140,17,7,1,15,189,realestate
141,141,3,7,7,1,184,education
142,142,4,25,0,22,134,pharmaceutical
143,143,11,16,2,24,93,realestate
144,144,2,16,4,17,215,software
145,145,13,12,6,28,112,realestate
146,146,18,8,1,27,74,software
147,147,13,3,3,9,137,retail
148,148,9,12,6,26,66,retail
149,149,5,17,4,23,99,pharmaceutical
150,150,17,5,0,9,195,pharmaceutical
151,151,10,23,6,17,97,pharmaceutical
152,152,6,10,8,18,81,pharmaceutical
153,153,16,13,3,27,154,retail
154,154,0,26,7,10,123,retail
155,155,9,0,3,23,78,realestate
156,156,11,8,5,26,114,financial
157,157,12,4,3,4,85,financial
158,158,11,15,2,17,135,software
159,159,13,18,0,21,86,pharmaceutical
160,160,11,10,7,11,124,retail
161,161,18,17,4,17,59,retail
162,162,15,17,5,5,215,financial
163,163,11,19,7,11,122,software
164,164,9,13,3,17,83,software
165,165,11,11,7,10,126,financial
166,166,16,8,0,13,150,realestate
167,167,3,25,1,26,211,retail
168,168,19,11,6,12,107,realestate
169,169,13,7,6,2,142,pharmaceutical
170,170,16,5,0,20,156,retail
171,171,17,8,3,16,191,financial
172,172,16,25,8,7,162,retail
173,173,18,27,3,3,83,retail
174,174,3,20,2,17,197,financial
175,175,3,14,1,17,201,retail
176,176,12,29,8,22,87,education
177,177,5,27,6,20,130,realestate
178,178,8,17,5,4,122,retail
179,179,15,17,8,15,206,software
180,180,16,15,5,9,154,financial
181,181,0,1,0,28,121,pharmaceutical
182,182,7,17,5,24,126,realestate
183,183,18,14,1,24,69,retail
184,184,4,9,6,20,158,software
185,185,14,11,1,0,185,financial
186,186,16,12,5,23,153,retail
187,187,0,28,4,12,121,retail
188,188,13,7,9,6,125,realestate
189,189,18,15,5,18,85,education
190,190,0,18,5,13,122,pharmaceutical
191,191,11,11,6,8,141,retail
192,192,3,17,0,16,193,pharmaceutical
193,193,18,13,4,9,73,education
194,194,8,0,4,20,167,retail
195,195,15,15,0,8,183,software
196,196,0,4,9,10,123,realestate
197,197,6,23,2,7,43,software
198,198,16,11,7,13,157,software
199,199,8,25,1,27,176,software
200,200,14,4,3,10,180,retail
201,201,17,4,9,15,195,financial
202,202,10,25,8,12,154,software
203,203,11,6,5,6,107,realestate
204,204,7,17,3,19,161,financial
205,205,6,14,0,0,52,realestate
206,206,0,18,5,9,120,software
207,207,8,5,9,11,135,pharmaceutical
208,208,19,26,8,25,75,pharmaceutical
209,209,9,12,9,29,103,software
210,210,19,6,0,20,96,realestate
211,211,17,16,4,12,186,retail
212,212,8,26,1,18,193,retail
213,213,1,22,4,17,236,retail
214,214,18,6,1,22,81,pharmaceutical
215,215,0,26,5,17,121,financial
216,216,19,29,2,17,117,realestate
217,217,17,11,7,1,201,financial
218,218,11,23,6,6,95,financial
219,219,15,26,4,26,214,software
220,220,14,4,8,7,183,financial
221,221,10,9,2,25,122,pharmaceutical
222,222,5,28,0,7,118,retail
223,223,4,25,5,15,141,education
224,224,18,11,7,15,96,pharmaceutical
225,225,0,13,0,1,119,realestate
226,226,4,24,5,16,160,pharmaceutical
227,227,9,2,1,8,47,pharmaceutical
228,228,10,2,0,13,138,realestate
229,229,6,23,1,29,54,pharmaceutical
230,230,5,8,8,27,92,retail
231,231,9,28,1,1,78,retail
232,232,13,19,6,6,126,realestate
233,233,5,4,9,16,134,retail
234,234,10,3,8,26,107,education
235,235,5,10,2,19,112,realestate
236,236,3,27,3,16,206,realestate
237,237,4,22,3,4,153,realestate
238,238,10,13,4,4,131,education
239,239,7,14,1,10,159,education
240,240,3,12,5,2,192,pharmaceutical
241,241,9,10,7,8,78,software
242,242,9,19,0,23,85,software
243,243,4,13,8,16,175,financial
244,244,9,5,3,28,101,retail
245,245,8,18,6,18,143,education
246,246,8,11,7,21,202,education
247,247,10,29,0,1,112,software
248,248,19,13,3,7,111,pharmaceutical
249,249,18,3,1,0,84,financial
250,250,12,9,0,25,107,education
251,251,16,8,6,17,154,realestate
252,252,13,12,0,7,130,retail
253,253,2,6,7,9,213,software
254,254,6,17,6,5,44,pharmaceutical
255,255,18,4,9,23,89,software
256,256,0,26,0,14,120,software
257,257,16,24,8,12,147,education
258,258,19,13,2,5,108,software
259,259,1,2,5,6,207,pharmaceutical
260,260,11,13,1,5,132,education
261,261,10,13,1,26,119,education
262,262,14,28,4,28,183,financial
263,263,16,28,1,22,149,financial
264,264,0,1,0,20,123,software
265,265,11,6,6,0,134,software
266,266,2,7,2,12,212,pharmaceutical
267,267,14,3,5,11,194,education
268,268,19,27,3,1,86,retail
269,269,15,23,2,19,214,retail
270,270,10,18,2,1,107,financial
271,271,11,15,7,29,140,realestate
272,272,12,20,2,28,97,retail
273,273,13,19,9,19,113,retail
274,274,0,18,1,1,119,pharmaceutical
275,275,19,12,9,14,92,retail
276,276,3,16,3,17,184,education
277,277,14,18,6,1,184,financial
278,278,1,2,0,18,169,software
279,279,10,12,3,4,101,software
280,280,9,18,7,7,79,education
281,281,7,0,3,14,125,software
282,282,9,10,3,21,79,retail
283,283,10,12,5,12,158,retail
284,284,7,18,2,10,167,realestate
285,285,18,19,0,1,72,realestate
286,286,14,22,8,8,195,retail
287,287,3,18,5,19,208,education
288,288,8,17,8,7,187,financial
289,289,9,0,8,11,51,retail
290,290,11,3,9,21,98,financial
291,291,19,12,0,12,113,realestate
292,292,3,17,1,17,186,retail
293,293,19,7,8,16,89,software
294,294,3,27,9,19,197,pharmaceutical
295,295,19,13,1,9,116,software
296,296,7,22,7,3,155,retail
297,297,16,21,8,3,161,pharmaceutical
298,298,12,13,7,8,90,realestate
299,299,6,20,2,0,62,realestate
300,300,2,19,2,1,199,pharmaceutical
301,301,12,5,1,29,89,software
302,302,19,6,8,6,107,realestate
303,303,10,9,6,23,95,realestate
304,304,13,15,9,9,89,realestate
305,305,6,11,8,6,76,education
306,306,17,14,9,22,184,realestate
307,307,6,4,0,24,76,financial
308,308,11,11,0,14,128,retail
309,309,18,9,6,22,82,education
310,310,16,11,0,22,155,pharmaceutical
311,311,17,1,7,21,191,education
312,312,9,6,5,26,98,software
313,313,1,3,8,16,196,pharmaceutical
314,314,0,2,2,18,121,pharmaceutical
315,315,17,15,8,27,197,financial
316,316,10,6,6,3,115,education
317,317,1,10,9,7,168,education
318,318,5,14,5,27,109,retail
319,319,15,6,1,7,190,retail
320,320,11,16,5,6,92,retail
321,321,9,28,6,6,101,software
322,322,19,15,0,0,82,education
323,323,8,0,3,3,117,pharmaceutical
324,324,15,26,2,14,182,pharmaceutical
325,325,0,24,8,24,123,pharmaceutical
326,326,17,18,7,22,195,retail
327,327,7,16,1,11,120,retail
328,328,1,3,5,20,160,pharmaceutical
329,329,13,11,1,8,144,software
330,330,10,29,2,1,88,financial
331,331,17,0,7,4,205,financial
332,332,10,21,1,21,98,realestate
333,333,15,26,3,29,208,pharmaceutical
334,334,13,21,2,14,114,retail
335,335,18,28,8,3,84,realestate
336,336,15,16,3,7,195,software
337,337,6,6,6,0,84,realestate
338,338,0,13,5,16,123,realestate
339,339,9,23,4,8,58,retail
340,340,16,22,1,12,156,realestate
341,341,5,19,5,18,129,financial
342,342,17,9,0,1,184,realestate
343,343,7,28,2,14,135,retail
344,344,19,1,3,22,107,retail
345,345,9,20,7,27,65,pharmaceutical
346,346,6,10,0,24,59,retail
347,347,14,28,8,15,187,financial
348,348,16,4,3,4,157,software
349,349,0,18,9,3,122,financial
350,350,12,22,2,12,92,financial
351,351,16,22,6,24,151,financial
352,352,4,0,9,1,159,pharmaceutical
353,353,3,4,2,1,181,realestate
354,354,14,17,0,4,197,retail
355,355,7,26,0,20,165,realestate
356,356,2,12,1,18,202,pharmaceutical
357,357,9,18,3,4,97,realestate
358,358,19,26,5,12,117,retail
359,359,3,12,2,22,214,software
360,360,15,27,6,23,193,financial
361,361,8,21,5,16,177,financial
362,362,17,3,6,21,192,retail
363,363,16,26,7,21,147,education
364,364,7,17,8,8,159,education
365,365,15,9,6,26,219,realestate
366,366,1,11,4,21,184,realestate
367,367,16,20,3,10,157,realestate
368,368,17,7,4,25,186,pharmaceutical
369,369,18,23,5,17,76,pharmaceutical
370,370,1,23,3,15,212,retail
371,371,9,22,2,8,48,financial
372,372,1,17,7,23,181,retail
373,373,3,28,8,25,215,pharmaceutical
374,374,13,3,3,5,108,financial
375,375,3,6,1,25,197,software
376,376,2,8,9,1,202,pharmaceutical
377,377,5,8,2,13,102,financial
378,378,19,3,2,7,105,pharmaceutical
379,379,11,0,4,2,95,software
380,380,15,10,8,12,180,software
381,381,18,14,3,0,71,software
382,382,2,28,9,27,203,education
383,383,12,14,2,20,101,retail
384,384,17,16,8,28,204,realestate
385,385,15,18,4,19,201,education
386,386,10,20,4,15,153,financial
387,387,8,0,0,4,124,software
388,388,7,19,1,27,131,education
389,389,16,3,5,22,149,financial
390,390,5,18,5,26,127,retail
391,391,5,17,4,7,94,financial
392,392,13,19,2,29,132,financial
393,393,3,2,2,8,216,pharmaceutical
394,394,17,10,4,5,188,realestate
395,395,6,0,8,17,69,software
396,396,19,20,6,19,106,financial
397,397,0,4,0,2,119,software
398,398,10,11,7,24,140,software
399,399,12,26,6,3,105,education
400,400,8,9,0,20,133,realestate
401,401,3,4,6,3,206,financial
402,402,8,21,4,5,118,pharmaceutical
403,403,1,10,2,28,193,education
404,404,0,26,3,22,121,financial
405,405,7,6,3,11,167,education
406,406,0,1,1,3,122,pharmaceutical
407,407,3,23,1,15,201,software
408,408,3,5,2,0,202,realestate
409,409,7,17,0,7,132,education
410,410,0,13,8,27,123,realestate
411,411,2,24,5,5,208,retail
412,412,17,15,9,14,183,education
413,413,0,28,3,22,120,pharmaceutical
414,414,11,14,1,11,100,software
415,415,5,13,5,3,114,realestate
416,416,4,5,2,0,144,software
417,417,1,2,0,16,227,retail
418,418,17,25,4,17,187,realestate
419,419,8,28,0,17,199,financial
420,420,17,27,7,0,194,retail
421,421,15,18,8,7,201,realestate
422,422,16,13,5,7,158,education
423,423,19,9,4,16,96,retail
424,424,6,18,6,8,40,education
425,425,8,24,0,4,147,realestate
426,426,18,18,9,21,82,financial
427,427,3,10,0,1,169,pharmaceutical
428,428,3,18,2,29,196,financial
429,429,3,5,8,11,175,financial
430,430,1,28,9,2,234,realestate
431,431,17,2,1,6,199,financial
432,432,0,22,0,20,119,retail
433,433,19,20,3,22,108,financial
434,434,9,4,2,0,85,retail
435,435,1,6,3,3,191,realestate
436,436,8,11,9,27,163,financial
437,437,5,8,4,17,131,realestate
438,438,16,28,1,22,146,education
439,439,17,21,8,11,183,software
440,440,18,4,4,7,61,realestate
441,441,5,0,2,24,136,pharmaceutical
442,442,14,12,4,14,186,education
443,443,3,28,1,25,170,education
444,444,5,3,7,16,115,financial
445,445,13,12,9,17,89,pharmaceutical
446,446,4,4,7,5,155,pharmaceutical
447,447,1,25,7,27,233,software
448,448,1,16,1,5,185,retail
449,449,1,16,1,18,202,education
450,450,5,4,2,14,140,realestate
451,451,10,20,1,2,126,retail
452,452,5,2,2,1,131,pharmaceutical
453,453,18,22,5,21,66,education
454,454,12,28,5,22,94,pharmaceutical
455,455,14,18,6,20,182,education
456,456,3,19,0,28,181,realestate
457,457,1,23,1,28,200,education
458,458,4,2,0,25,192,retail
459,459,16,9,4,9,146,pharmaceutical
460,460,16,26,1,24,149,software
461,461,8,7,7,23,156,software
462,462,13,25,4,14,111,retail
463,463,9,4,3,2,75,retail
464,464,16,19,0,21,156,retail
465,465,4,0,1,26,158,pharmaceutical
466,466,0,14,9,22,121,education
467,467,13,9,3,13,144,education
468,468,2,28,0,6,209,realestate
469,469,19,26,3,19,98,retail
470,470,3,12,8,9,205,realestate
471,471,2,28,3,13,200,education
472,472,6,26,1,20,45,retail
473,473,17,13,4,0,198,financial
474,474,0,10,6,0,122,retail
475,475,5,14,7,22,122,financial
476,476,7,19,5,8,131,education
477,477,6,11,6,9,62,software
478,478,0,10,1,4,120,realestate
479,479,8,0,6,8,161,software
480,480,13,22,1,13,141,pharmaceutical
481,481,19,1,7,9,117,pharmaceutical
482,482,16,3,6,19,151,education
483,483,10,18,6,3,121,realestate
484,484,4,14,7,29,145,software
485,485,18,11,2,0,80,realestate
486,486,19,2,2,0,83,software
487,487,10,16,1,23,92,realestate
488,488,7,15,8,24,160,realestate
489,489,0,20,9,16,120,software
490,490,15,20,4,11,208,pharmaceutical
491,491,8,10,5,25,182,pharmaceutical
492,492,13,4,8,9,104,realestate
493,493,10,19,1,2,108,education
494,494,6,20,0,11,56,pharmaceutical
495,495,10,18,0,26,115,financial
496,496,17,24,7,9,183,software
497,497,8,23,3,7,133,retail
498,498,13,1,6,20,105,pharmaceutical
499,499,14,17,3,10,190,financial
500,500,0,1,0,5,119,software
501,501,2,25,9,28,208,financial
502,502,17,2,9,12,200,retail
503,503,13,27,6,29,120,pharmaceutical
504,504,0,3,9,20,119,realestate
505,505,14,26,0,10,188,financial
506,506,5,6,9,25,111,education
507,507,7,3,5,16,133,realestate
508,508,8,11,2,13,199,retail
509,509,3,13,6,21,178,pharmaceutical
510,510,0,16,7,24,123,pharmaceutical
511,511,4,7,8,17,133,retail
512,512,16,20,3,9,150,education
513,513,3,15,9,19,215,software
514,514,11,20,0,2,122,retail
515,515,0,22,8,27,121,financial
516,516,11,16,7,27,114,pharmaceutical
517,517,2,28,3,3,203,retail
518,518,7,20,1,18,151,software
519,519,11,26,3,11,140,pharmaceutical
520,520,11,15,6,24,105,pharmaceutical
521,521,15,3,1,13,187,financial
522,522,11,4,8,22,117,financial
523,523,3,4,6,8,195,pharmaceutical
524,524,10,1,3,23,142,financial
525,525,2,1,6,7,203,realestate
526,526,13,1,6,4,100,pharmaceutical
527,527,1,10,0,26,192,pharmaceutical
528,528,3,22,6,17,209,software
529,529,5,25,7,3,116,education
530,530,15,2,9,14,200,realestate
531,531,11,4,3,8,128,pharmaceutical
532,532,12,8,3,0,78,education
533,533,4,25,3,4,140,software
534,534,12,23,6,4,106,financial
535,535,16,22,5,5,154,education
536,536,19,2,4,28,114,software
537,537,3,26,5,5,203,financial
538,538,13,21,0,11,114,retail
539,539,16,4,4,12,151,software
540,540,10,14,1,18,128,financial
541,541,10,23,5,17,141,realestate
542,542,19,11,0,22,113,financial
543,543,11,2,3,18,140,realestate
544,544,18,9,5,0,76,pharmaceutical
545,545,5,23,8,21,129,software
546,546,18,4,5,10,86,financial
547,547,17,12,2,21,189,retail
548,548,12,7,4,9,108,software
549,549,19,3,3,8,101,pharmaceutical
550,550,8,12,5,25,159,retail
551,551,16,22,2,11,147,education
552,552,7,4,6,17,156,software
553,553,9,3,7,13,91,retail
554,554,19,13,0,26,111,realestate
555,555,1,8,6,10,215,realestate
556,556,15,13,7,26,208,retail
557,557,19,26,7,9,78,software
558,558,5,1,9,14,123,retail
559,559,9,3,7,13,89,realestate
560,560,1,19,9,28,213,retail
561,561,17,9,2,18,192,pharmaceutical
562,562,12,3,4,9,99,education
563,563,8,19,8,25,116,financial
564,564,4,4,1,21,134,realestate
565,565,5,10,5,3,138,education
566,566,3,29,3,25,214,realestate
567,567,13,27,0,8,120,realestate
568,568,0,4,4,0,120,pharmaceutical
569,569,10,17,6,29,89,retail
570,570,19,15,6,16,100,realestate
571,571,13,20,4,4,120,financial
572,572,11,6,1,1,99,realestate
573,573,14,13,8,17,192,software
574,574,13,5,8,8,125,pharmaceutical
575,575,18,5,3,13,55,realestate
576,576,18,22,5,0,85,education
577,577,5,2,0,15,124,realestate
578,578,5,2,7,9,136,pharmaceutical
579,579,16,24,9,27,150,financial
580,580,1,9,5,26,202,education
581,581,1,0,6,25,156,retail
582,582,5,2,4,26,107,software
583,583,6,28,0,17,76,financial
584,584,15,26,4,17,193,software
585,585,9,17,6,12,60,software
586,586,17,7,6,20,190,software
587,587,19,8,5,0,106,education
588,588,12,28,7,10,96,pharmaceutical
589,589,10,18,8,6,145,financial
590,590,11,9,6,18,137,education
591,591,16,26,7,27,148,realestate
592,592,0,17,6,8,122,pharmaceutical
593,593,6,9,6,20,71,education
594,594,14,17,5,17,178,education
595,595,10,17,3,11,136,retail
596,596,2,9,5,27,201,realestate
597,597,16,19,2,10,152,retail
598,598,15,14,6,6,181,retail
599,599,9,7,7,29,70,software
600,600,19,22,9,0,106,retail
601,601,18,21,5,27,82,education
602,602,5,9,5,20,112,realestate
603,603,12,2,0,29,78,retail
604,604,14,25,1,25,190,financial
605,605,13,21,1,8,118,financial
606,606,19,21,7,23,118,pharmaceutical
607,607,9,8,6,2,53,retail
608,608,13,7,0,1,112,software
609,609,3,20,7,25,185,retail
610,610,4,10,0,26,152,realestate
611,611,5,24,4,22,106,education
612,612,13,21,1,26,111,education
613,613,19,16,4,26,113,realestate
614,614,10,11,7,16,95,financial
615,615,5,19,3,3,112,pharmaceutical
616,616,6,18,9,14,51,realestate
617,617,17,3,3,9,205,software
618,618,3,23,1,8,203,software
619,619,16,27,3,21,156,pharmaceutical
620,620,13,22,0,8,105,pharmaceutical
621,621,2,12,9,4,204,software
622,622,2,6,3,29,204,financial
623,623,0,15,9,19,123,software
624,624,16,19,6,7,151,pharmaceutical
625,625,2,1,0,14,210,software
626,626,2,14,4,11,212,education
627,627,8,13,5,21,144,pharmaceutical
628,628,9,24,7,5,50,realestate
629,629,2,5,4,28,205,software
630,630,18,21,8,19,102,education
631,631,16,6,0,22,162,financial
632,632,4,25,4,19,134,education
633,633,6,11,7,0,45,retail
634,634,13,7,5,22,131,financial
635,635,8,26,7,18,133,education
636,636,3,1,5,11,209,realestate
637,637,11,13,3,22,98,realestate
638,638,13,26,3,5,136,realestate
639,639,12,10,0,28,98,pharmaceutical
640,640,10,17,8,21,112,pharmaceutical
641,641,7,12,0,14,162,education
642,642,15,18,7,1,215,software
643,643,9,24,7,11,60,financial
644,644,8,19,5,6,200,software
645,645,5,17,9,2,130,software
646,646,8,27,7,28,143,pharmaceutical
647,647,9,29,5,24,48,pharmaceutical
648,648,17,2,3,5,192,retail
649,649,4,2,4,5,145,realestate
650,650,11,27,5,16,107,education
651,651,8,6,7,7,126,retail
652,652,15,20,5,11,199,financial
653,653,0,28,9,3,123,realestate
654,654,15,16,3,8,211,pharmaceutical
655,655,18,0,1,17,51,financial
656,656,8,5,9,18,189,education
657,657,3,16,7,21,187,realestate
658,658,9,12,8,9,89,software
659,659,2,6,6,5,212,pharmaceutical
660,660,6,17,7,25,70,pharmaceutical
661,661,10,10,9,22,138,software
662,662,4,15,9,25,132,realestate
663,663,2,18,3,3,218,software
664,664,18,28,7,28,51,realestate
665,665,0,22,5,8,119,retail
666,666,13,5,2,22,104,education
667,667,13,5,6,26,121,financial
668,668,14,16,2,21,195,financial
669,669,1,26,9,16,183,education
670,670,1,12,4,7,236,realestate
671,671,6,15,9,5,76,realestate
672,672,15,26,3,9,188,retail
673,673,17,8,4,1,195,software
674,674,13,17,4,7,109,retail
675,675,10,21,1,4,116,pharmaceutical
676,676,2,27,4,26,203,realestate
677,677,0,23,1,6,122,financial
678,678,10,23,8,19,96,software
679,679,9,29,2,1,53,pharmaceutical
680,680,11,5,4,11,116,pharmaceutical
681,681,18,17,7,3,67,realestate
682,682,15,5,7,28,213,retail
683,683,19,5,3,22,84,realestate
684,684,0,26,0,22,119,pharmaceutical
685,685,19,13,1,3,86,software
686,686,9,19,3,8,82,pharmaceutical
687,687,14,27,2,11,195,software
688,688,17,17,3,12,195,retail
689,689,8,1,9,23,161,realestate
690,690,13,6,2,2,134,realestate
691,691,9,16,2,17,89,education
692,692,11,29,4,9,103,realestate
693,693,1,23,8,25,185,pharmaceutical
694,694,8,26,5,11,175,financial
695,695,6,5,4,0,43,pharmaceutical
696,696,13,24,0,26,129,realestate
697,697,11,2,7,6,139,financial
698,698,3,0,2,19,203,retail
699,699,12,22,2,18,100,pharmaceutical
700,700,7,24,5,10,126,realestate
701,701,3,17,8,26,203,software
702,702,5,1,2,22,136,realestate
703,703,8,19,1,2,148,pharmaceutical
704,704,5,17,1,24,126,pharmaceutical
705,705,1,28,5,16,181,retail
706,706,4,3,0,5,152,realestate
707,707,7,4,8,15,127,education
708,708,16,11,0,11,152,retail
709,709,16,22,4,29,160,retail
710,710,13,26,5,6,130,pharmaceutical
711,711,11,7,4,8,106,pharmaceutical
712,712,13,5,4,0,127,financial
713,713,18,15,5,6,75,retail
714,714,0,21,5,21,120,retail
715,715,14,11,5,1,192,realestate
716,716,10,15,8,3,91,software
717,717,16,0,9,19,146,realestate
718,718,4,14,5,25,188,pharmaceutical
719,719,8,4,6,24,131,realestate
720,720,3,3,4,13,217,software
721,721,12,10,4,7,78,realestate
722,722,11,7,7,7,134,software
723,723,19,0,8,7,93,financial
724,724,1,0,3,23,187,education
725,725,10,12,3,8,107,retail
726,726,6,1,1,10,55,education
727,727,13,2,1,4,112,financial
728,728,19,18,6,24,101,pharmaceutical
729,729,15,17,1,19,204,retail
730,730,12,24,6,23,108,education
731,731,4,1,6,26,161,financial
732,732,10,3,6,10,116,software
733,733,16,28,5,13,147,financial
734,734,9,10,1,17,72,retail
735,735,2,13,3,6,205,realestate
736,736,7,28,4,28,146,software
737,737,11,11,8,26,124,financial
738,738,10,2,3,19,150,education
739,739,17,11,7,22,193,realestate
740,740,8,26,8,6,155,software
741,741,12,22,7,5,85,pharmaceutical
742,742,12,2,3,23,85,education
743,743,9,11,7,9,87,financial
744,744,7,3,5,22,136,education
745,745,10,1,1,10,108,pharmaceutical
746,746,6,19,3,7,39,software
747,747,16,7,2,2,157,software
748,748,16,4,2,20,149,financial
749,749,6,21,9,9,54,retail
750,750,1,28,0,12,229,pharmaceutical
751,751,15,22,9,12,193,financial
752,752,5,19,0,13,111,education
753,753,1,16,7,21,202,financial
754,754,15,21,9,10,202,retail
755,755,10,5,1,23,104,software
756,756,9,4,6,21,76,realestate
757,757,14,28,7,28,199,realestate
758,758,19,20,2,25,112,realestate
759,759,19,24,2,4,114,software
760,760,10,1,5,5,104,financial
761,761,15,26,2,23,200,education
762,762,16,0,2,1,162,pharmaceutical
763,763,1,7,9,5,173,software
764,764,16,27,2,19,150,financial
765,765,1,29,3,14,214,pharmaceutical
766,766,16,26,9,19,161,education
767,767,16,9,9,12,160,pharmaceutical
768,768,11,20,6,15,112,pharmaceutical
769,769,8,16,4,18,136,realestate
770,770,1,25,9,21,186,pharmaceutical
771,771,18,17,6,11,81,realestate
772,772,12,6,5,27,102,software
773,773,0,14,4,28,121,pharmaceutical
774,774,3,14,0,21,174,software
775,775,11,27,7,9,111,pharmaceutical
776,776,16,3,4,20,153,software
777,777,9,2,6,12,95,realestate
778,778,5,16,4,21,116,software
